text,label
Bro  the  movie  was  awesome  yesterday!,Personal
mom said dinner is ready 😂 come fast!,Personal
Your  electricity  bill  of  Rs.3004  is  due  on  4/11/2025.  Pay  now  to  avoid  disconnection.,Transactional
Update  your  KYC  or  account  will  be  frozen.,Spam
Happy	Birthday	man	🎉	wish	you	all	the	best!,Personal
urgent: complete verification or lose your reward.,Spam
"Just checking on you, how’s everything going?",Personal
call	me	when	you	reach	home.,Personal
BookMyShow:  ₹150  cashback  on  your  next  booking.,Promotional
earn ₹5000/day working from home! limited spots available. free netflix mil raha hai bro 😎,Spam
"Big	Bazaar	sale!	Buy	more,	save	more.	Arey	yaar,	kal	milte	hain	na???",Promotional
Free  Netflix  for  1  year!  Click  to  activate.,Spam
Update your KYC or account will be frozen. Order aa gaya kya flipkart se?,Spam
Mom  said  dinner  is  ready  😂  come  fast!,Personal
boss asked for report by 5 pm today. aaj lunch me kya khaoge?,Starred
Selected  for  a  lucky  draw.  Call  9998887770  now!,Spam
can you pick me up on your way?,Personal
urgent: complete verification or lose your reward.💯,Spam
"Just  checking  on  you,  how’s  everything  going?",Personal
Claim	your	free	reward	now	before	it	expires!	Aaj	lunch	me	kya	khaoge???,Spam
Bro  the  movie  was  awesome  yesterday!,Personal
congrats! you’re shortlisted for a brand-new car! 😂,Spam
ajio  clearance  sale  up  to  80%  off!,Promotional
Flight  4128  delayed  by  4  hours.,Transactional
Selected for a lucky draw. Call 9998887770 now!!!!,Spam
I’ll	send	you	the	assignment	file	tonight.,Personal
I’ll send you the assignment file tonight.,Personal
"recharge done successfully, enjoy your weekend!",Spam
I’ll  send  you  the  assignment  file  tonight.,Personal
mom	said	dinner	is	ready	😂	come	fast!,Personal
"miss	you	yaar,	it’s	been	too	long!🔥",Personal
Swiggy offer: Free delivery on your first 3 orders!,Promotional
congrats! you’re shortlisted for a brand-new car!,Spam
Mom	said	dinner	is	ready	😂	come	fast!,Personal
Transaction	alert:	Rs.9238	credited	to	your	account.,Transactional
I’ll send you the assignment file tonight.,Personal
"Hey	bro,	are	we	meeting	today?",Personal
Flight  5300  delayed  by  1  hours.,Transactional
Transaction  alert:  Rs.2395  credited  to  your  account.,Transactional
Limited  time  deal!  Flat  30%  off  on  electronics.,Promotional
"congrats!  you  have  won  ₹10,00,000.  click  http://bit.ly/win-now",Spam
Bro the movie was awesome yesterday!,Personal
don’t	forget	tomorrow’s	match	at	7.🔥,Personal
Payment	of	Rs.605	received	for	your	mobile	recharge.,Transactional
Policy #2781 premium of Rs.8549 successfully paid.,Transactional
Urgent:	Complete	verification	or	lose	your	reward.,Spam
Rs.6346  debited  from  your  SBI  account  XXXX2026  on  7/3/2025.,Transactional
Policy	#3833	premium	of	Rs.664	successfully	paid. 😎,Transactional
Train	booking	for	Chennai-Hyderabad	confirmed.	PNR:	5107.,Transactional
"hey bro, are we meeting today?",Personal
Happy Birthday man 🎉 wish you all the best!,Personal
Congrats! You’re shortlisted for a brand-new car!,Spam
BookMyShow:	₹150	cashback	on	your	next	booking.	Papa	ka	call	aya	tha	abhi.,Promotional
Free  Netflix  for  1  year!  Click  to  activate.,Spam
Earn	₹5000/day	working	from	home!	Limited	spots	available.,Spam
Train  booking  for  Mumbai-Delhi  confirmed.  PNR:  8813.,Transactional
"congrats!  you  have  won  ₹10,00,000.  click  http://bit.ly/win-now",Spam
Happy  Birthday  man  🎉  wish  you  all  the  best!,Personal
UR order confm’d #4599 ✉️,Promotional
"miss  you  yaar,  it’s  been  too  long!",Personal
don’t	forget	tomorrow’s	match	at	7.,Personal
Bro the movie was awesome yesterday!,Personal
Zomato	Gold:	Enjoy	1+1	meals.	Activate	now!	KYC	update	karna	mat	bhoolna.,Promotional
bro the movie was awesome yesterday!,Personal
Congrats!  You’re  shortlisted  for  a  brand-new  car!,Spam
Call me when you reach home.,Personal
amazon  order  #8252  has  been  shipped.  expected  delivery  tomorrow.,Transactional
"Claim your free reward now before it expires! Arey yaar, kal milte hain na?",Spam
Limited time deal! Flat 30% off on electronics.,Promotional
happy	birthday	man	🎉	wish	you	all	the	best!	recharge	kar	diya	kya	jio	ka?,Personal
Congratzzz!! You’ve w0n iPh0ne!,Spam
Congratzzz!!	You’ve	w0n	iPh0ne!,Spam
Zomato  Gold:  Enjoy  1+1  meals.  Activate  now!,Promotional
UR	order	confm’d	#6194	✉️,Spam
Booking	ID	6962	cancelled.	Refund	in	3-5	days.	Tera	recharge	done	ho	gaya	bro.🔥,Transactional
Your  OTP  for  Paytm  login  is  334179.  Do  not  share  with  anyone.,Transactional
Bro  the  movie  was  awesome  yesterday!,Personal
selected	for	a	lucky	draw.	call	9998887770	now! 😎,Spam
your account has been blocked. verify immediately at http://fakebank.com,Spam
Flight 3992 delayed by 4 hours.🔥,Transactional
"Hey  bro,  are  we  meeting  today?",Personal
college fest meeting postponed to friday.,Starred
mom  said  dinner  is  ready  😂  come  fast!,Personal
Rent	payment	due	tomorrow.,Starred
"Miss  you  yaar,  it’s  been  too  long!",Personal
Don’t	forget	tomorrow’s	match	at	7.,Personal
"Recharge  done  successfully,  enjoy  your  weekend!",Promotional
Don’t forget tomorrow’s match at 7.,Personal
Your	OTP	for	Paytm	login	is	552508.	Do	not	share	with	anyone.,Transactional
exam	starts	at	9:00	am	sharp.,Starred
Mom’s	birthday	tomorrow!	Buy	flowers.,Starred
Selected for a lucky draw. Call 9998887770 now!,Spam
"Just	checking	on	you,	how’s	everything	going?",Personal
Selected  for  a  lucky  draw.  Call  9998887770  now! 😎,Spam
Your	account	has	been	blocked.	Verify	immediately	at	http://fakebank.com,Spam
Don’t  forget  tomorrow’s  match  at  7.,Personal
Bro  the  movie  was  awesome  yesterday!,Personal
"Miss you yaar, it’s been too long!",Personal
I’ll  send  you  the  assignment  file  tonight.  Order  aa  gaya  kya  flipkart  se?,Personal
Don’t	forget	tomorrow’s	match	at	7.,Personal
Claim your free reward now before it expires! Recharge kar diya kya Jio ka?,Spam
"Just	checking	on	you,	how’s	everything	going?",Personal
Selected for a lucky draw. Call 9998887770 now!,Spam
Exclusive deal! Get iPhone 15 for just ₹4999.,Spam
congrats!  you’re  shortlisted  for  a  brand-new  car!  aaj  lunch  me  kya  khaoge?,Spam
Swiggy offer: Free delivery on your first 3 orders! Papa ka call aya tha abhi.,Promotional
"Big Bazaar sale! Buy more, save more. Recharge kar diya kya Jio ka?",Promotional
flight at 6 am tomorrow. don’t forget passport.,Starred
Train  booking  for  Chennai-Hyderabad  confirmed.  PNR:  3078.,Transactional
Call me to claim your reward 😂,Promotional
Amazon  order  #6938  has  been  shipped.  Expected  delivery  tomorrow.,Transactional
Can  you  pick  me  up  on  your  way?,Personal
"Hey bro, are we meeting today?",Personal
amazon	order	#1407	has	been	shipped.	expected	delivery	tomorrow.🔥,Transactional
"Hey bro, are we meeting today?",Personal
Train  booking  for  Mumbai-Delhi  confirmed.  PNR:  9831.,Transactional
Claim  your  free  reward  now  before  it  expires!  Yaar  exam  ke  liye  padhe  kya  kal?,Spam
Don’t  forget  tomorrow’s  match  at  7.,Personal
"Hey  bro,  are  we  meeting  today?",Personal
domino’s:	buy	1	get	1	free	on	all	pizzas	today!,Promotional
Amazon  order  #2940  has  been  shipped.  Expected  delivery  tomorrow.,Transactional
amazon	order	#1110	has	been	shipped.	expected	delivery	tomorrow.,Transactional
Project	presentation	due	Monday.,Starred
Domino’s:  Buy  1  Get  1  FREE  on  all  pizzas  today!,Promotional
Happy Birthday man 🎉 wish you all the best!,Personal
Free  Netflix  for  1  year!  Click  to  activate.,Spam
Happy  Diwali  🎇  Don’t  miss  50%  OFF  festive  sale!,Personal
Flight 4499 delayed by 4 hours.,Transactional
Payment	of	Rs.2817	received	for	your	mobile	recharge.!!!,Transactional
"hey bro, are we meeting today?",Personal
Booking  ID  6651  cancelled.  Refund  in  3-5  days.,Transactional
"Just	checking	on	you,	how’s	everything	going?",Personal
Mom  said  dinner  is  ready  😂  come  fast!,Personal
"Miss  you  yaar,  it’s  been  too  long!🔥",Personal
Your  electricity  bill  of  Rs.2683  is  due  on  7/5/2025.  Pay  now  to  avoid  disconnection.,Transactional
Booking	ID	4855	cancelled.	Refund	in	3-5	days.	KYC	update	karna	mat	bhoolna.,Transactional
Bro  the  movie  was  awesome  yesterday!,Personal
Can	you	pick	me	up	on	your	way?,Personal
Mom	said	dinner	is	ready	😂	come	fast!	Yaar	exam	ke	liye	padhe	kya	kal?,Personal
booking  id  4300  cancelled.  refund  in  3-5  days.,Transactional
Urgent:  Complete  verification  or  lose  your  reward.,Spam
BookMyShow: ₹150 cashback on your next booking.,Promotional
Your  electricity  bill  of  Rs.7900  is  due  on  24/10/2025.  Pay  now  to  avoid  disconnection.,Transactional
Selected	for	a	lucky	draw.	Call	9998887770	now!,Spam
i’ll  send  you  the  assignment  file  tonight.,Personal
Congrats!	You’re	shortlisted	for	a	brand-new	car!	Yaar	exam	ke	liye	padhe	kya	kal?,Spam
"Just  checking  on  you,  how’s  everything  going?",Personal
Policy  #9676  premium  of  Rs.4155  successfully  paid.  Aaj  lunch  me  kya  khaoge?,Transactional
I’ll  send  you  the  assignment  file  tonight.,Personal
Payment	of	Rs.3925	received	for	your	mobile	recharge.,Transactional
Flight 8059 delayed by 2 hours. Papa ka call aya tha abhi.,Transactional
Exclusive deal! Get iPhone 15 for just ₹4999.💯,Spam
Your	account	has	been	blocked.	Verify	immediately	at	http://fakebank.com,Spam
Train booking for Pune-Bangalore confirmed. PNR: 1254.🔥,Transactional
"Miss you yaar, it’s been too long!??",Personal
Flight 8821 delayed by 1 hours.,Transactional
"CONGRATS!	You	have	won	₹10,00,000.	Click	http://bit.ly/win-now",Spam
Amazon  order  #7680  has  been  shipped.  Expected  delivery  tomorrow.,Transactional
Grab  up  to  70%  off  on  Flipkart’s  Big  Billion  Days.🔥,Promotional
"Big Bazaar sale! Buy more, save more.",Promotional
Booking ID 1129 cancelled. Refund in 3-5 days.,Transactional
Claim your free reward now before it expires!,Spam
Zomato  Gold:  Enjoy  1+1  meals.  Activate  now!,Promotional
Payment  of  Rs.7433  received  for  your  mobile  recharge.  Yaar  exam  ke  liye  padhe  kya  kal?,Transactional
Free  Netflix  for  1  year!  Click  to  activate.,Spam
Your  electricity  bill  of  Rs.6946  is  due  on  7/1/2025.  Pay  now  to  avoid  disconnection.,Transactional
Exclusive  deal!  Get  iPhone  15  for  just  ₹4999.,Spam
Call	me	when	you	reach	home.	Aaj	lunch	me	kya	khaoge?,Personal
"Your OTP is 840273, but don’t miss our Diwali offer!",Personal
Happy Birthday man 🎉 wish you all the best! KYC update karna mat bhoolna.,Personal
"I’ll  send  you  the  assignment  file  tonight.  Offer  mast  hai  bhai,  jaldi  le  le!",Personal
don’t  forget  tomorrow’s  match  at  7.,Personal
Amazon	order	#4529	has	been	shipped.	Expected	delivery	tomorrow.🔥,Transactional
Grab	up	to	70%	off	on	Flipkart’s	Big	Billion	Days.,Promotional
Urgent:	Complete	verification	or	lose	your	reward.,Spam
Reliance	Digital:	Pre-book	iPhone	now	&	get	assured	gift.,Promotional
"Just checking on you, how’s everything going?",Personal
Congrats!	You’re	shortlisted	for	a	brand-new	car! 😂,Spam
Grab	up	to	70%	off	on	Flipkart’s	Big	Billion	Days.,Promotional
"Just  checking  on  you,  how’s  everything  going?",Personal
"hey  bro,  are  we  meeting  today?",Personal
get  50%  off  on  myntra  this  weekend!  shop  now.,Promotional
congrats! you’re shortlisted for a brand-new car! order aa gaya kya flipkart se?,Spam
"CONGRATS! You have won ₹10,00,000. Click http://bit.ly/win-now",Spam
Can  you  pick  me  up  on  your  way?,Personal
Don’t forget to submit the assignment today.,Starred
i’ll send you the assignment file tonight.,Personal
Swiggy	offer:	Free	delivery	on	your	first	3	orders!,Promotional
Claim your free reward now before it expires!,Spam
Grab	up	to	70%	off	on	Flipkart’s	Big	Billion	Days.,Promotional
meeting	at	10	am.	don’t	be	late.,Starred
"Just	checking	on	you,	how’s	everything	going?",Personal
"Selected for a lucky draw. Call 9998887770 now! Offer mast hai bhai, jaldi le le!🔥",Spam
don’t  forget  tomorrow’s  match  at  7.,Personal
Happy  Birthday  man  🎉  wish  you  all  the  best!,Personal
Rs.3156 debited from your SBI account XXXX6766 on 8/1/2025. Recharge kar diya kya Jio ka? 🤔,Transactional
Happy  Birthday  man  🎉  wish  you  all  the  best!  Recharge  kar  diya  kya  Jio  ka?,Personal
bookmyshow:  ₹150  cashback  on  your  next  booking.,Promotional
"Your OTP is 735000, but don’t miss our Diwali offer!",Personal
claim	your	free	reward	now	before	it	expires!,Spam
"Miss	you	yaar,	it’s	been	too	long!",Personal
Rs.8212	debited	from	your	SBI	account	XXXX6432	on	24/10/2025.,Transactional
Reliance  Digital:  Pre-book  iPhone  now  &  get  assured  gift.??,Promotional
Amazon order #5210 has been shipped. Expected delivery tomorrow. Tera recharge done ho gaya bro.,Transactional
Bro the movie was awesome yesterday!,Personal
Flight  3037  delayed  by  1  hours.,Transactional
Your	account	has	been	blocked.	Verify	immediately	at	http://fakebank.com,Spam
doctor	appointment	confirmed	for	3:30	pm.,Starred
Reliance	Digital:	Pre-book	iPhone	now	&	get	assured	gift.,Promotional
amazon	order	#3450	has	been	shipped.	expected	delivery	tomorrow.,Transactional
Zomato  Gold:  Enjoy  1+1  meals.  Activate  now!,Promotional
good  morning  🌞  have  a  great  day!,Personal
Transaction  alert:  Rs.4318  credited  to  your  account.,Transactional
Selected for a lucky draw. Call 9998887770 now! KYC update karna mat bhoolna.,Spam
"Miss you yaar, it’s been too long!",Personal
Swiggy	offer:	Free	delivery	on	your	first	3	orders!,Promotional
update	your	kyc	or	account	will	be	frozen.,Spam
BookMyShow:	₹150	cashback	on	your	next	booking.,Promotional
BookMyShow:	₹150	cashback	on	your	next	booking.,Promotional
I’ll send you the assignment file tonight. 😂,Personal
Get 50% off on Myntra this weekend! Shop now.,Promotional
Payment	of	Rs.5671	received	for	your	mobile	recharge.,Transactional
Can	you	pick	me	up	on	your	way? 😎,Personal
earn  ₹5000/day  working  from  home!  limited  spots  available.,Spam
Exclusive  deal!  Get  iPhone  15  for  just  ₹4999.??,Spam
Booking	ID	8689	cancelled.	Refund	in	3-5	days.	Papa	ka	call	aya	tha	abhi.,Transactional
"Rent payment due tomorrow. Offer mast hai bhai, jaldi le le!",Starred
"Hey	bro,	are	we	meeting	today?",Personal
"Big	Bazaar	sale!	Buy	more,	save	more.",Promotional
Booking	ID	9528	cancelled.	Refund	in	3-5	days.,Transactional
Free  Netflix  for  1  year!  Click  to  activate. 😂,Spam
Mom’s	birthday	tomorrow!	Buy	flowers.,Starred
Urgent:	Complete	verification	or	lose	your	reward.,Spam
Zomato Gold: Enjoy 1+1 meals. Activate now!,Promotional
Booking ID 8484 cancelled. Refund in 3-5 days.,Transactional
Urgent:	Complete	verification	or	lose	your	reward.,Spam
Train booking for Chennai-Hyderabad confirmed. PNR: 2804. Order aa gaya kya flipkart se?,Transactional
Meeting	postponed	bro	😒	http://office-meet.fake,Spam
"Amazon  order  #6642  has  been  shipped.  Expected  delivery  tomorrow.  Offer  mast  hai  bhai,  jaldi  le  le!",Transactional
Ajio clearance sale up to 80% off!,Promotional
Flight  7641  delayed  by  5  hours.,Transactional
Don’t  forget  tomorrow’s  match  at  7.,Personal
Amazon	order	#9481	has	been	shipped.	Expected	delivery	tomorrow.,Transactional
Your	account	has	been	blocked.	Verify	immediately	at	http://fakebank.com,Spam
Don’t forget tomorrow’s match at 7. Yaar exam ke liye padhe kya kal?,Personal
Mom  said  dinner  is  ready  😂  come  fast!,Personal
Your	OTP	for	Paytm	login	is	117615.	Do	not	share	with	anyone.,Transactional
"hey bro, are we meeting today?",Personal
Free  Netflix  for  1  year!  Click  to  activate.  Tera  recharge  done  ho  gaya  bro.,Spam
bro	the	movie	was	awesome	yesterday!,Personal
Exclusive  deal!  Get  iPhone  15  for  just  ₹4999.??,Spam
mom	said	dinner	is	ready	😂	come	fast!,Personal
Zomato Gold: Enjoy 1+1 meals. Activate now!,Promotional
Amazon order #4116 has been shipped. Expected delivery tomorrow. Tera recharge done ho gaya bro.,Transactional
policy #6071 premium of rs.1810 successfully paid.,Transactional
Booking ID 6721 cancelled. Refund in 3-5 days.,Transactional
"Bro	the	movie	was	awesome	yesterday!	Offer	mast	hai	bhai,	jaldi	le	le!",Personal
Congrats!	You’re	shortlisted	for	a	brand-new	car!,Spam
don’t  forget  tomorrow’s  match  at  7.??,Personal
Urgent: Complete verification or lose your reward.💯,Spam
I’ll send you the assignment file tonight.,Personal
swiggy  offer:  free  delivery  on  your  first  3  orders!,Promotional
Mom’s birthday tomorrow! Buy flowers. 😎,Starred
i’ll	send	you	the	assignment	file	tonight.,Personal
Don’t  forget  tomorrow’s  match  at  7.,Personal
Don’t  forget  tomorrow’s  match  at  7.,Personal
Flight	6262	delayed	by	1	hours.,Transactional
Call  me  when  you  reach  home.,Personal
Swiggy offer: Free delivery on your first 3 orders!,Promotional
Meeting  at  10  AM.  Don’t  be  late.,Starred
Policy #2895 premium of Rs.5058 successfully paid.,Transactional
"miss	you	yaar,	it’s	been	too	long!",Personal
get 50% off on myntra this weekend! shop now.,Promotional
Payment of Rs.4414 received for your mobile recharge.,Transactional
Your electricity bill of Rs.2937 is due on 11/7/2025. Pay now to avoid disconnection.,Transactional
earn ₹5000/day working from home! limited spots available.,Spam
your account updated successfully. visit app for details.,Personal
Selected  for  a  lucky  draw.  Call  9998887770  now!,Spam
Claim your free reward now before it expires! Papa ka call aya tha abhi.,Spam
Selected for a lucky draw. Call 9998887770 now!,Spam
Earn  ₹5000/day  working  from  home!  Limited  spots  available.  Free  Netflix  mil  raha  hai  bro  😎,Spam
Get	50%	off	on	Myntra	this	weekend!	Shop	now.,Promotional
Swiggy	offer:	Free	delivery	on	your	first	3	orders!	Yaar	exam	ke	liye	padhe	kya	kal?,Promotional
Policy  #7235  premium  of  Rs.3720  successfully  paid.,Transactional
Policy  #8670  premium  of  Rs.6952  successfully  paid.,Transactional
"Train booking for Mumbai-Delhi confirmed. PNR: 2513. Offer mast hai bhai, jaldi le le!🔥",Transactional
Selected  for  a  lucky  draw.  Call  9998887770  now!,Spam
"Miss  you  yaar,  it’s  been  too  long!  Tera  recharge  done  ho  gaya  bro.",Personal
Call me when you reach home. Recharge kar diya kya Jio ka?,Personal
Can	you	pick	me	up	on	your	way?,Personal
"miss you yaar, it’s been too long!",Personal
Mom said dinner is ready 😂 come fast!,Personal
Congrats!	You’re	shortlisted	for	a	brand-new	car!,Spam
Urgent:  Complete  verification  or  lose  your  reward. 🤔,Spam
Meeting  postponed  bro  😒  http://office-meet.fake,Promotional
Exam	starts	at	9:00	AM	sharp.,Starred
"miss	you	yaar,	it’s	been	too	long!",Personal
UR  order  confm’d  #8367  ✉️,Personal
Booking ID 1486 cancelled. Refund in 3-5 days.,Transactional
Amazon	order	#5837	has	been	shipped.	Expected	delivery	tomorrow.,Transactional
Urgent: Complete verification or lose your reward.,Spam
Rs.545	debited	from	your	SBI	account	XXXX1442	on	18/10/2025.	Aaj	lunch	me	kya	khaoge?,Transactional
zomato	gold:	enjoy	1+1	meals.	activate	now!,Promotional
Your electricity bill of Rs.5544 is due on 9/5/2025. Pay now to avoid disconnection.,Transactional
Urgent:	Complete	verification	or	lose	your	reward.,Spam
"CONGRATS! You have won ₹10,00,000. Click http://bit.ly/win-now",Spam
booking id 5061 cancelled. refund in 3-5 days.,Transactional
Can you pick me up on your way?,Personal
Get  50%  off  on  Myntra  this  weekend!  Shop  now.,Promotional
Update	your	KYC	or	account	will	be	frozen.,Spam
Selected for a lucky draw. Call 9998887770 now!,Spam
Don’t	forget	to	submit	the	assignment	today.,Starred
Amazon	order	#9787	has	been	shipped.	Expected	delivery	tomorrow.,Transactional
Don’t	forget	to	submit	the	assignment	today.,Starred
"CONGRATS! You have won ₹10,00,000. Click http://bit.ly/win-now",Spam
"Just	checking	on	you,	how’s	everything	going?🔥",Personal
Swiggy  offer:  Free  delivery  on  your  first  3  orders!🔥,Promotional
Your  account  updated  successfully.  Visit  app  for  details.,Personal
Payment	of	Rs.2840	received	for	your	mobile	recharge.,Transactional
"Bro	the	movie	was	awesome	yesterday!	Arey	yaar,	kal	milte	hain	na?",Personal
Your electricity bill of Rs.4428 is due on 21/9/2025. Pay now to avoid disconnection.,Transactional
Congrats! You’re shortlisted for a brand-new car!,Spam
Bro the movie was awesome yesterday!,Personal
"your otp is 312810, but don’t miss our diwali offer! order aa gaya kya flipkart se?",Promotional
Claim  your  free  reward  now  before  it  expires!,Spam
"Just checking on you, how’s everything going?",Personal
Get 50% off on Myntra this weekend! Shop now.,Promotional
mom  said  dinner  is  ready  😂  come  fast!,Personal
Don’t  forget  tomorrow’s  match  at  7.,Personal
Ajio	clearance	sale	up	to	80%	off!,Promotional
Mom said dinner is ready 😂 come fast!,Personal
swiggy offer: free delivery on your first 3 orders!,Promotional
Flight at 6 AM tomorrow. Don’t forget passport.,Starred
transaction  alert:  rs.7966  credited  to  your  account.,Transactional
Urgent:  Complete  verification  or  lose  your  reward.  Recharge  kar  diya  kya  Jio  ka?🔥,Spam
"Your  OTP  is  683020,  but  don’t  miss  our  Diwali  offer!",Spam
Selected	for	a	lucky	draw.	Call	9998887770	now!,Spam
Flight 9538 delayed by 4 hours. Recharge kar diya kya Jio ka?,Transactional
Transaction alert: Rs.3683 credited to your account. Order aa gaya kya flipkart se?,Transactional
Update your KYC or account will be frozen.,Spam
Reliance  Digital:  Pre-book  iPhone  now  &  get  assured  gift.,Promotional
Update	your	KYC	or	account	will	be	frozen. 😂,Spam
College	fest	meeting	postponed	to	Friday.💯,Starred
"Hey	bro,	are	we	meeting	today?",Personal
Your  OTP  for  Paytm  login  is  897993.  Do  not  share  with  anyone.  Tera  recharge  done  ho  gaya  bro.,Transactional
"Hey bro, are we meeting today?",Personal
transaction	alert:	rs.5457	credited	to	your	account.,Transactional
"Just checking on you, how’s everything going?",Personal
Flight 7983 delayed by 5 hours. Recharge kar diya kya Jio ka?,Transactional
Swiggy offer: Free delivery on your first 3 orders!,Promotional
i’ll  send  you  the  assignment  file  tonight.  aaj  lunch  me  kya  khaoge?,Personal
Don’t	forget	tomorrow’s	match	at	7.,Personal
Transaction alert: Rs.1637 credited to your account. Yaar exam ke liye padhe kya kal?,Transactional
Bro the movie was awesome yesterday!,Personal
Selected  for  a  lucky  draw.  Call  9998887770  now!,Spam
Call me to claim your reward 😂,Spam
bro	the	movie	was	awesome	yesterday!,Personal
"Hey	bro,	are	we	meeting	today?🔥",Personal
mom  said  dinner  is  ready  😂  come  fast!,Personal
policy	#2639	premium	of	rs.5089	successfully	paid.,Transactional
good  morning  🌞  have  a  great  day!,Promotional
meeting	at	10	am.	don’t	be	late.	free	netflix	mil	raha	hai	bro	😎,Starred
rent  payment  due  tomorrow.  free  netflix  mil  raha  hai  bro  😎,Starred
Can  you  pick  me  up  on  your  way?,Personal
flight 8591 delayed by 3 hours.,Transactional
