text,label
Happy Birthday! Hope you have a great day 🎉,personal
Your Google subscription has been renewed for Rs. 11350.,transactions
Thank you for your payment of Rs. 5600 at Myntra.,transactions
Your cart is waiting! Complete your purchase now and get free shipping. http://bit.ly/xyz123,promotions
You have (1) new unread message from a secret admirer. Read it here: http://bit.ly/xyz123,spam
"Hey, are we still on for lunch on Friday?",personal
Book your tickets for the dinner now and get an early bird discount of 52%!,promotions
Hey! We miss you. Here's a Rs. 5600 voucher just for you. Use code GET20. Valid till 30-Sep-2025.,promotions
URGENT: Your bank account has been compromised. Verify your identity immediately at http://tiny.cc/abc456 to avoid suspension.,spam
Make money fast with our exclusive crypto trading signals. Guaranteed profits! Join our Telegram channel: http://tiny.cc/abc456,spam
You have (1) new unread message from a secret admirer. Read it here: http://tiny.cc/abc456,spam
Approved: Your personal loan of Rs. 12850 is ready. No documents required. Click for instant cash: http://short.url/pqr789,spam
New arrivals are here! Explore the latest collection at UrbanLadder. Visit http://short.url/pqr789,promotions
Thank you for your payment of Rs. 12850 at Myntra.,transactions
Your cart is waiting! Complete your purchase now and get free shipping. http://short.url/pqr789,promotions
URGENT: Your bank account has been compromised. Verify your identity immediately at http://tiny.cc/abc456 to avoid suspension.,spam
Your phone is infected with 5 viruses! Remove them now with our antivirus app: http://tiny.cc/abc456,spam
Rs. 16550 has been debited from your account XX7248 for a purchase at Flipkart.,transactions
Can you pick up some chicken on your way home?,personal
"I'll call you back in a bit, in a meeting right now.",personal
"Thanks for yesterday, it was a lot of fun!",personal
Earn Rs. 12850 per day from home! No experience needed. WhatsApp us now at 98XXXXXX01.,spam
"Account Alert: A login from a new device was detected at 12:15 PM. If this wasn't you, please secure your account.",transactions
Rs. 16550 has been credited to your account XX6086.,transactions
Approved: Your personal loan of Rs. 11350 is ready. No documents required. Click for instant cash: http://bit.ly/xyz123,spam
Upgrade your plan and get 2x data for the same price. Offer for FreshFoods users only.,promotions
Your package from Zomato is out for delivery today.,transactions
Earn Rs. 21400 per day from home! No experience needed. WhatsApp us now at 98XXXXXX01.,spam
Your cart is waiting! Complete your purchase now and get free shipping. http://tiny.cc/abc456,promotions
Exclusive Offer: Get a flat 43% discount on your next order from StyleUp. T&C apply.,promotions
Thank you for your payment of Rs. 7750 at Amazon.,transactions
Exclusive Offer: Get a flat 10% discount on your next order from FreshFoods. T&C apply.,promotions
Rs. 1200 has been credited to your account XX7661.,transactions
Your package from Amazon is out for delivery today.,transactions
Just reached Phoenix Mall. Where are you?,personal
lol that's hilarious 😂,personal
Your order #1313671 from Zomato has been shipped. Track here: http://short.url/pqr789,transactions
Book your tickets for the lunch now and get an early bird discount of 52%!,promotions
FREE iPhone 15! You have been selected as a lucky winner. Claim your reward now before it expires: http://tiny.cc/abc456,spam
Hey! We miss you. Here's a Rs. 16550 voucher just for you. Use code FREEDEL. Valid till 05-Oct-2025.,promotions
Your order #7027538 from Amazon has been shipped. Track here: http://bit.ly/xyz123,transactions
Approved: Your personal loan of Rs. 12850 is ready. No documents required. Click for instant cash: http://short.url/pqr789,spam
Rs. 11350 has been credited to your account XX7661.,transactions
Your package from BigBasket is out for delivery today.,transactions
"Hey, are we still on for the party on Friday?",personal
New arrivals are here! Explore the latest collection at Boat. Visit http://tiny.cc/abc456,promotions
Reminder: Your credit card payment of Rs. 19050 is due on 05-Oct-2025.,transactions
Rs. 19050 has been debited from your account XX7661 for a purchase at Zomato.,transactions
You have (1) new unread message from a secret admirer. Read it here: http://bit.ly/xyz123,spam
Happy Birthday! Hope you have a great day 🎉,personal
Exclusive Offer: Get a flat 60% discount on your next order from UrbanLadder. T&C apply.,promotions
"I'll call you back in a bit, in a meeting right now.",personal
"Congratulations! You've won a Rs. 21400 cash prize. To claim, click this link: http://bit.ly/xyz123",spam
Thank you for your payment of Rs. 16550 at BigBasket.,transactions
URGENT: Your bank account has been compromised. Verify your identity immediately at http://short.url/pqr789 to avoid suspension.,spam
You have (1) new unread message from a secret admirer. Read it here: http://short.url/pqr789,spam
Rs. 1800 has been credited to your account XX1182.,transactions
Your cart is waiting! Complete your purchase now and get free shipping. http://short.url/pqr789,promotions
"Congratulations! You've won a Rs. 16550 cash prize. To claim, click this link: http://short.url/pqr789",spam
Earn Rs. 1800 per day from home! No experience needed. WhatsApp us now at 98XXXXXX01.,spam
"I'll call you back in a bit, in a meeting right now.",personal
lol that's hilarious 😂,personal
"I'll call you back in a bit, in a meeting right now.",personal
Earn Rs. 6000 per day from home! No experience needed. WhatsApp us now at 98XXXXXX01.,spam
Approved: Your personal loan of Rs. 7750 is ready. No documents required. Click for instant cash: http://bit.ly/xyz123,spam
Approved: Your personal loan of Rs. 5600 is ready. No documents required. Click for instant cash: http://tiny.cc/abc456,spam
Approved: Your personal loan of Rs. 11350 is ready. No documents required. Click for instant cash: http://short.url/pqr789,spam
Upgrade your plan and get 2x data for the same price. Offer for FreshFoods users only.,promotions
FREE PS5! You have been selected as a lucky winner. Claim your reward now before it expires: http://short.url/pqr789,spam
Thank you for your payment of Rs. 5600 at BigBasket.,transactions
New arrivals are here! Explore the latest collection at FreshFoods. Visit http://tiny.cc/abc456,promotions
New arrivals are here! Explore the latest collection at StyleUp. Visit http://bit.ly/xyz123,promotions
URGENT: Your bank account has been compromised. Verify your identity immediately at http://bit.ly/xyz123 to avoid suspension.,spam
Reminder: Your credit card payment of Rs. 12850 is due on 15-Nov-2025.,transactions
Your phone is infected with 5 viruses! Remove them now with our antivirus app: http://tiny.cc/abc456,spam
URGENT: Your bank account has been compromised. Verify your identity immediately at http://bit.ly/xyz123 to avoid suspension.,spam
FREE PS5! You have been selected as a lucky winner. Claim your reward now before it expires: http://short.url/pqr789,spam
Your cart is waiting! Complete your purchase now and get free shipping. http://short.url/pqr789,promotions
Hey! We miss you. Here's a Rs. 11350 voucher just for you. Use code BIGSALE. Valid till 05-Oct-2025.,promotions
Your order #4114400 from Zomato has been shipped. Track here: http://tiny.cc/abc456,transactions
Your Netflix subscription has been renewed for Rs. 19050.,transactions
Book your tickets for the the meeting now and get an early bird discount of 47%!,promotions
Earn Rs. 19050 per day from home! No experience needed. WhatsApp us now at 98XXXXXX01.,spam
URGENT: Your bank account has been compromised. Verify your identity immediately at http://bit.ly/xyz123 to avoid suspension.,spam
FREE PS5! You have been selected as a lucky winner. Claim your reward now before it expires: http://short.url/pqr789,spam
Can you pick up some bread on your way home?,personal
Upgrade your plan and get 2x data for the same price. Offer for MegaStore users only.,promotions
Exclusive Offer: Get a flat 39% discount on your next order from UrbanLadder. T&C apply.,promotions
Did you see that movie last night? Was amazing!,personal
Rs. 1200 has been credited to your account XX7248.,transactions
Book your tickets for the the meeting now and get an early bird discount of 43%!,promotions
Upgrade your plan and get 2x data for the same price. Offer for FreshFoods users only.,promotions
FREE iPhone 15! You have been selected as a lucky winner. Claim your reward now before it expires: http://tiny.cc/abc456,spam
FLASH SALE! Get 10% off on all electronics at StyleUp. Use code FREEDEL. Shop now: http://bit.ly/xyz123,promotions
Your order #1003242 from Amazon has been shipped. Track here: http://short.url/pqr789,transactions
FREE iPhone 15! You have been selected as a lucky winner. Claim your reward now before it expires: http://bit.ly/xyz123,spam
New arrivals are here! Explore the latest collection at UrbanLadder. Visit http://bit.ly/xyz123,promotions
"Congratulations! You've won a Rs. 5600 cash prize. To claim, click this link: http://short.url/pqr789",spam
Just reached home. Where are you?,personal
Happy Birthday! Hope you have a great day 🎉,personal
FLASH SALE! Get 20% off on all fashion at UrbanLadder. Use code BIGSALE. Shop now: http://bit.ly/xyz123,promotions
Book your tickets for the the movie now and get an early bird discount of 41%!,promotions
Your phone is infected with 5 viruses! Remove them now with our antivirus app: http://short.url/pqr789,spam
Your phone is infected with 5 viruses! Remove them now with our antivirus app: http://short.url/pqr789,spam
"Congratulations! You've won a Rs. 6000 cash prize. To claim, click this link: http://short.url/pqr789",spam
Your package from Myntra is out for delivery today.,transactions
Make money fast with our exclusive crypto trading signals. Guaranteed profits! Join our Telegram channel: http://short.url/pqr789,spam
Your cart is waiting! Complete your purchase now and get free shipping. http://bit.ly/xyz123,promotions
FLASH SALE! Get 39% off on all fashion at MegaStore. Use code DEAL100. Shop now: http://short.url/pqr789,promotions
Let's catch up this weekend. Are you free on Saturday?,personal
What time should I come over?,personal
New arrivals are here! Explore the latest collection at FreshFoods. Visit http://tiny.cc/abc456,promotions
Let's catch up this weekend. Are you free on Saturday?,personal
Your cart is waiting! Complete your purchase now and get free shipping. http://bit.ly/xyz123,promotions
Rs. 1200 has been debited from your account XX3331 for a purchase at Flipkart.,transactions
Approved: Your personal loan of Rs. 11350 is ready. No documents required. Click for instant cash: http://tiny.cc/abc456,spam
Can you pick up some milk on your way home?,personal
"Running late, be there in 38 mins.",personal
"I'll call you back in a bit, in a meeting right now.",personal
Thank you for your payment of Rs. 1200 at Zomato.,transactions
Book your tickets for the the meeting now and get an early bird discount of 41%!,promotions
FLASH SALE! Get 11% off on all fashion at FreshFoods. Use code DEAL100. Shop now: http://bit.ly/xyz123,promotions
Make money fast with our exclusive crypto trading signals. Guaranteed profits! Join our Telegram channel: http://short.url/pqr789,spam
Your OTP for Amazon is 533008. It is valid for 38 minutes. Do not share it with anyone.,transactions
"Account Alert: A login from a new device was detected at 12:15 PM. If this wasn't you, please secure your account.",transactions
Book your tickets for the lunch now and get an early bird discount of 43%!,promotions
You have (1) new unread message from a secret admirer. Read it here: http://short.url/pqr789,spam
Rs. 16550 has been debited from your account XX7661 for a purchase at Myntra.,transactions
"Hey, are we still on for the movie on Friday?",personal
What time should I come over?,personal
Your cart is waiting! Complete your purchase now and get free shipping. http://short.url/pqr789,promotions
"Running late, be there in 16 mins.",personal
Your phone is infected with 5 viruses! Remove them now with our antivirus app: http://tiny.cc/abc456,spam
Exclusive Offer: Get a flat 52% discount on your next order from UrbanLadder. T&C apply.,promotions
FLASH SALE! Get 52% off on all fashion at MegaStore. Use code DEAL100. Shop now: http://short.url/pqr789,promotions
Your order #4114400 from Amazon has been shipped. Track here: http://bit.ly/xyz123,transactions
New arrivals are here! Explore the latest collection at MegaStore. Visit http://tiny.cc/abc456,promotions
Just reached the office. Where are you?,personal
URGENT: Your bank account has been compromised. Verify your identity immediately at http://bit.ly/xyz123 to avoid suspension.,spam
lol that's hilarious 😂,personal
Upgrade your plan and get 2x data for the same price. Offer for UrbanLadder users only.,promotions
Rs. 16550 has been debited from your account XX7661 for a purchase at Flipkart.,transactions
Upgrade your plan and get 2x data for the same price. Offer for Boat users only.,promotions
Your package from BigBasket is out for delivery today.,transactions
FLASH SALE! Get 60% off on all groceries at MegaStore. Use code DEAL100. Shop now: http://tiny.cc/abc456,promotions
Your Amazon subscription has been renewed for Rs. 12850.,transactions
Let's catch up this weekend. Are you free on Saturday?,personal
Earn Rs. 19050 per day from home! No experience needed. WhatsApp us now at 98XXXXXX01.,spam
You have (1) new unread message from a secret admirer. Read it here: http://tiny.cc/abc456,spam
Hey! We miss you. Here's a Rs. 1200 voucher just for you. Use code BIGSALE. Valid till 15-Nov-2025.,promotions
Make money fast with our exclusive crypto trading signals. Guaranteed profits! Join our Telegram channel: http://bit.ly/xyz123,spam
URGENT: Your bank account has been compromised. Verify your identity immediately at http://bit.ly/xyz123 to avoid suspension.,spam
Rs. 16550 has been debited from your account XX7661 for a purchase at BigBasket.,transactions
Your OTP for Netflix is 403032. It is valid for 12 minutes. Do not share it with anyone.,transactions
lol that's hilarious 😂,personal
Upgrade your plan and get 2x data for the same price. Offer for Boat users only.,promotions
Make money fast with our exclusive crypto trading signals. Guaranteed profits! Join our Telegram channel: http://bit.ly/xyz123,spam
Let's catch up this weekend. Are you free on Saturday?,personal
Earn Rs. 1800 per day from home! No experience needed. WhatsApp us now at 98XXXXXX01.,spam
"Congratulations! You've won a Rs. 7750 cash prize. To claim, click this link: http://short.url/pqr789",spam
Your cart is waiting! Complete your purchase now and get free shipping. http://bit.ly/xyz123,promotions
Rs. 5600 has been credited to your account XX6086.,transactions
"Account Alert: A login from a new device was detected at 09:30 AM. If this wasn't you, please secure your account.",transactions
Book your tickets for the the movie now and get an early bird discount of 41%!,promotions
Reminder: Your credit card payment of Rs. 12850 is due on 15-Nov-2025.,transactions
"Thanks for yesterday, it was a lot of fun!",personal
Hey! We miss you. Here's a Rs. 1200 voucher just for you. Use code SAVE50. Valid till 05-Oct-2025.,promotions
Approved: Your personal loan of Rs. 1200 is ready. No documents required. Click for instant cash: http://tiny.cc/abc456,spam
Book your tickets for the the party now and get an early bird discount of 43%!,promotions
FREE PS5! You have been selected as a lucky winner. Claim your reward now before it expires: http://bit.ly/xyz123,spam
"I'll call you back in a bit, in a meeting right now.",personal
Hey! We miss you. Here's a Rs. 1200 voucher just for you. Use code DEAL100. Valid till 30-Sep-2025.,promotions
Book your tickets for the the party now and get an early bird discount of 52%!,promotions
"Running late, be there in 51 mins.",personal
FREE PS5! You have been selected as a lucky winner. Claim your reward now before it expires: http://tiny.cc/abc456,spam
Earn Rs. 5600 per day from home! No experience needed. WhatsApp us now at 98XXXXXX01.,spam
Make money fast with our exclusive crypto trading signals. Guaranteed profits! Join our Telegram channel: http://bit.ly/xyz123,spam
Earn Rs. 21400 per day from home! No experience needed. WhatsApp us now at 98XXXXXX01.,spam
How's your mom doing?,personal
Book your tickets for the dinner now and get an early bird discount of 10%!,promotions
Just reached Phoenix Mall. Where are you?,personal
Don't forget to take out the trash.,personal
FREE Smartwatch! You have been selected as a lucky winner. Claim your reward now before it expires: http://tiny.cc/abc456,spam
Upgrade your plan and get 2x data for the same price. Offer for MegaStore users only.,promotions
Your order #9597450 from Flipkart has been shipped. Track here: http://tiny.cc/abc456,transactions
Your package from Myntra is out for delivery today.,transactions
Happy Birthday! Hope you have a great day 🎉,personal
Your package from Zomato is out for delivery today.,transactions
lol that's hilarious 😂,personal
Can you pick up some chicken on your way home?,personal
FREE iPhone 15! You have been selected as a lucky winner. Claim your reward now before it expires: http://short.url/pqr789,spam
Earn Rs. 12850 per day from home! No experience needed. WhatsApp us now at 98XXXXXX01.,spam
"Congratulations! You've won a Rs. 19050 cash prize. To claim, click this link: http://short.url/pqr789",spam
Reminder: Your credit card payment of Rs. 11350 is due on 15-Nov-2025.,transactions
Make money fast with our exclusive crypto trading signals. Guaranteed profits! Join our Telegram channel: http://short.url/pqr789,spam
Don't forget to take out the trash.,personal
FLASH SALE! Get 52% off on all fashion at Boat. Use code DEAL100. Shop now: http://tiny.cc/abc456,promotions
"Congratulations! You've won a Rs. 1200 cash prize. To claim, click this link: http://bit.ly/xyz123",spam
Can you pick up some milk on your way home?,personal
"Congratulations! You've won a Rs. 11350 cash prize. To claim, click this link: http://short.url/pqr789",spam
Your Swiggy subscription has been renewed for Rs. 21400.,transactions
FREE iPhone 15! You have been selected as a lucky winner. Claim your reward now before it expires: http://tiny.cc/abc456,spam
Your cart is waiting! Complete your purchase now and get free shipping. http://short.url/pqr789,promotions
Your order #4114400 from Zomato has been shipped. Track here: http://bit.ly/xyz123,transactions
Make money fast with our exclusive crypto trading signals. Guaranteed profits! Join our Telegram channel: http://bit.ly/xyz123,spam
URGENT: Your bank account has been compromised. Verify your identity immediately at http://bit.ly/xyz123 to avoid suspension.,spam
Earn Rs. 12850 per day from home! No experience needed. WhatsApp us now at 98XXXXXX01.,spam
Rs. 1200 has been credited to your account XX3331.,transactions
How's your mom doing?,personal
Your cart is waiting! Complete your purchase now and get free shipping. http://tiny.cc/abc456,promotions
Your package from Flipkart is out for delivery today.,transactions
"Hey, are we still on for lunch this weekend?",personal
Rs. 19050 has been credited to your account XX1182.,transactions
"Thanks for yesterday, it was a lot of fun!",personal
Exclusive Offer: Get a flat 43% discount on your next order from MegaStore. T&C apply.,promotions
Your cart is waiting! Complete your purchase now and get free shipping. http://short.url/pqr789,promotions
"Congratulations! You've won a Rs. 7750 cash prize. To claim, click this link: http://bit.ly/xyz123",spam
Your order #9166979 from Zomato has been shipped. Track here: http://bit.ly/xyz123,transactions
Approved: Your personal loan of Rs. 1200 is ready. No documents required. Click for instant cash: http://tiny.cc/abc456,spam
Rs. 5600 has been debited from your account XX6086 for a purchase at Amazon.,transactions
Your order #1313671 from Myntra has been shipped. Track here: http://bit.ly/xyz123,transactions
New arrivals are here! Explore the latest collection at UrbanLadder. Visit http://short.url/pqr789,promotions
Hey! We miss you. Here's a Rs. 19050 voucher just for you. Use code FREEDEL. Valid till 15-Nov-2025.,promotions
Rs. 5600 has been debited from your account XX7248 for a purchase at Flipkart.,transactions
lol that's hilarious 😂,personal
URGENT: Your bank account has been compromised. Verify your identity immediately at http://short.url/pqr789 to avoid suspension.,spam
"Running late, be there in 34 mins.",personal
Book your tickets for the dinner now and get an early bird discount of 11%!,promotions
URGENT: Your bank account has been compromised. Verify your identity immediately at http://bit.ly/xyz123 to avoid suspension.,spam
Rs. 1800 has been credited to your account XX7248.,transactions
Rs. 21400 has been debited from your account XX7248 for a purchase at BigBasket.,transactions
Reminder: Your credit card payment of Rs. 12850 is due on 30-Sep-2025.,transactions
Rs. 7750 has been credited to your account XX3331.,transactions
FREE iPhone 15! You have been selected as a lucky winner. Claim your reward now before it expires: http://tiny.cc/abc456,spam
Exclusive Offer: Get a flat 39% discount on your next order from MegaStore. T&C apply.,promotions
Your order #4114400 from Flipkart has been shipped. Track here: http://short.url/pqr789,transactions
You have (1) new unread message from a secret admirer. Read it here: http://short.url/pqr789,spam
lol that's hilarious 😂,personal
"Thanks for yesterday, it was a lot of fun!",personal
Reminder: Your credit card payment of Rs. 21400 is due on 05-Oct-2025.,transactions
URGENT: Your bank account has been compromised. Verify your identity immediately at http://short.url/pqr789 to avoid suspension.,spam
Did you see that movie last night? Was amazing!,personal
Hey! We miss you. Here's a Rs. 21400 voucher just for you. Use code BIGSALE. Valid till 15-Nov-2025.,promotions
Your phone is infected with 5 viruses! Remove them now with our antivirus app: http://short.url/pqr789,spam
Rs. 5600 has been debited from your account XX7248 for a purchase at Zomato.,transactions
"Congratulations! You've won a Rs. 19050 cash prize. To claim, click this link: http://tiny.cc/abc456",spam
Just reached home. Where are you?,personal
Exclusive Offer: Get a flat 47% discount on your next order from MegaStore. T&C apply.,promotions
Book your tickets for the the party now and get an early bird discount of 52%!,promotions
Make money fast with our exclusive crypto trading signals. Guaranteed profits! Join our Telegram channel: http://short.url/pqr789,spam
Your Netflix subscription has been renewed for Rs. 6000.,transactions
Just reached the cafe. Where are you?,personal
"Hey, are we still on for the party this weekend?",personal
FLASH SALE! Get 32% off on all groceries at Boat. Use code BIGSALE. Shop now: http://short.url/pqr789,promotions
FREE iPhone 15! You have been selected as a lucky winner. Claim your reward now before it expires: http://tiny.cc/abc456,spam
Exclusive Offer: Get a flat 20% discount on your next order from UrbanLadder. T&C apply.,promotions
FREE Smartwatch! You have been selected as a lucky winner. Claim your reward now before it expires: http://tiny.cc/abc456,spam
FLASH SALE! Get 11% off on all home decor at MegaStore. Use code GET20. Shop now: http://bit.ly/xyz123,promotions
You have (1) new unread message from a secret admirer. Read it here: http://bit.ly/xyz123,spam
You have (1) new unread message from a secret admirer. Read it here: http://tiny.cc/abc456,spam
Your cart is waiting! Complete your purchase now and get free shipping. http://short.url/pqr789,promotions
"Congratulations! You've won a Rs. 7750 cash prize. To claim, click this link: http://bit.ly/xyz123",spam
Earn Rs. 1800 per day from home! No experience needed. WhatsApp us now at 98XXXXXX01.,spam
Approved: Your personal loan of Rs. 1200 is ready. No documents required. Click for instant cash: http://tiny.cc/abc456,spam
Book your tickets for the lunch now and get an early bird discount of 39%!,promotions
"Hey, are we still on for the meeting tomorrow?",personal
Can you pick up some milk on your way home?,personal
Hey! We miss you. Here's a Rs. 6000 voucher just for you. Use code FREEDEL. Valid till 05-Oct-2025.,promotions
Your phone is infected with 5 viruses! Remove them now with our antivirus app: http://short.url/pqr789,spam
You have (1) new unread message from a secret admirer. Read it here: http://bit.ly/xyz123,spam
Your cart is waiting! Complete your purchase now and get free shipping. http://short.url/pqr789,promotions
Hey! We miss you. Here's a Rs. 1800 voucher just for you. Use code SAVE50. Valid till 05-Oct-2025.,promotions
FLASH SALE! Get 60% off on all groceries at FreshFoods. Use code FREEDEL. Shop now: http://short.url/pqr789,promotions
Rs. 1800 has been debited from your account XX1182 for a purchase at Myntra.,transactions
Your OTP for your bank is 970991. It is valid for 38 minutes. Do not share it with anyone.,transactions
Your cart is waiting! Complete your purchase now and get free shipping. http://bit.ly/xyz123,promotions
How's your mom doing?,personal
URGENT: Your bank account has been compromised. Verify your identity immediately at http://short.url/pqr789 to avoid suspension.,spam
Just reached Phoenix Mall. Where are you?,personal
FLASH SALE! Get 43% off on all fashion at StyleUp. Use code FREEDEL. Shop now: http://tiny.cc/abc456,promotions
Your Amazon subscription has been renewed for Rs. 1800.,transactions
Book your tickets for the the meeting now and get an early bird discount of 41%!,promotions
Let's catch up this weekend. Are you free on Saturday?,personal
Your cart is waiting! Complete your purchase now and get free shipping. http://bit.ly/xyz123,promotions
Hey! We miss you. Here's a Rs. 19050 voucher just for you. Use code DEAL100. Valid till 30-Sep-2025.,promotions
Rs. 5600 has been debited from your account XX7248 for a purchase at Amazon.,transactions
URGENT: Your bank account has been compromised. Verify your identity immediately at http://short.url/pqr789 to avoid suspension.,spam
Your cart is waiting! Complete your purchase now and get free shipping. http://bit.ly/xyz123,promotions
You have (1) new unread message from a secret admirer. Read it here: http://bit.ly/xyz123,spam
Reminder: Your credit card payment of Rs. 16550 is due on 30-Sep-2025.,transactions
lol that's hilarious 😂,personal
"Congratulations! You've won a Rs. 19050 cash prize. To claim, click this link: http://short.url/pqr789",spam
FLASH SALE! Get 20% off on all groceries at UrbanLadder. Use code BIGSALE. Shop now: http://tiny.cc/abc456,promotions
Earn Rs. 1200 per day from home! No experience needed. WhatsApp us now at 98XXXXXX01.,spam
